Names,Website,Introduction,Phone Number,Address,Review Count,Average Review Count,Store Shopping,In Store Pickup,Delivery,Type,Opens At
Avon Constructions,,None Found,9141814455,"Avon Constructions, Dhatri #93, 6, 4th Main Rd, Jagruthi Colony, BOB Colony, JP Nagar 7th Phase, J. P. Nagar, Bengaluru, Karnataka 560078",27.0,4.3,No,No,No,Real estate developer, Opens 9am Mon
Siddique Constructions,,None Found,9972045466,"Near Radiant Apartment, KSA Layout, Nanjundeswara Layout, J P Nagar Phase 5, J. P. Nagar, Bengaluru, Karnataka 560078",7.0,5.0,No,No,No,Real Estate Builders & Construction Company,
Vedant Developers,vedantprojects.com,None Found,8026582059,"1304, 2nd Floor, 20th Main, 9th Cross Rd, near Venkateshwara Temple, J. P. Nagar, Bengaluru, Karnataka 560078",4.0,4.6,No,No,No,Real Estate Builders & Construction Company,
Sri Raghavendra Concrete Technologies Pvt. Ltd.,,None Found,9886493419,"Jarganahalli, JP Nagar Phase 6, J. P. Nagar, Bengaluru, Karnataka 560078",37.0,4.4,No,No,No,Demolition contractor,
KVR Constructions,kvr-constructions.in,None Found,8073987992,"29, 15th cross, 8th Main Rd, Muthyala Nagar, Bandappa Garden, Mathikere, Bengaluru, Karnataka 560054",4.0,4.0,No,No,No,Real Estate Builders & Construction Company, Opens 10am Sun
Theja Infracon Pvt Ltd,thejainfra.com,None Found,8042782513,"5th floor, Kaverappa Layout, No 79/1, f3 krishna residency, behind cisco, Kadubeesanahalli, Bengaluru, Karnataka 560103",35.0,4.7,No,No,No,Real Estate Builders & Construction Company,
VASUKI CONSTRUCTION,,None Found,9916377681,"#95, Mathrushree Vaibhava, 5th Cross, Ashwatha Nagar, Marathahalli Bengaluru Karnataka 560037 IN, 5th Cross Rd, Bengaluru, Karnataka 560037",5.0,4.2,No,No,No,Real Estate Builders & Construction Company, Opens 8am Sun
Riyaz's Golden Key Construction,goldenkeyconstruction.in,None Found,9986478787,"83, 2nd Floor, G P Plaza, Marathahalli Outer Ring Rd, Bengaluru, Karnataka 560037",11.0,4.5,No,No,No,Real Estate Builders & Construction Company,
UPSCALE HOMES PVT LTD,,None Found,8025639728,"76, Pembrook Layout, Kadubeesanahalli, Panathur, Bengaluru, Karnataka 560103",6.0,5.0,No,No,No,Real Estate Builders & Construction Company,
Sarala Constructions India Private Limited,,None Found,7353722299,"Flat 104, Manaswini Mansion, 2nd Cross Rd, Sapthagiri Layout, Munnekolalu, Marathahalli, Bengaluru, Karnataka 560037",25.0,3.4,No,No,No,Real Estate Builders & Construction Company, Opens 9am Mon
JARKHA CONSTRUCTIONS,,None Found,8892704353,"40, BMP 09, Maruthi Nagar, Malleshpalya, Kaggadasapura, Bengaluru, Karnataka 560075",,,No,No,No,Civil engineering company, Opens 9am Sun
HEAVEN CONSTRUCTIONS,,None Found,9071006234,"M.R Enclave, Nelluru Puram, Kaggadasapura, Bengaluru, Karnataka 560075",1.0,5.0,No,No,No,Real Estate Builders & Construction Company,
VIP construction,,None Found,8892467990,"1st, main, 1st Cross Rd, acthar compound, LBS Nagar, Vimanapura, Bengaluru, Karnataka 560017",1.0,3.0,No,No,No,Real Estate Builders & Construction Company,
STAR BUILDCARE SOLUTION,starbuildcare.com,None Found,8618380332,"20/A, 8th cross , 5th main, A.S palya, Vimanapura, Bengaluru, Karnataka 560017",39.0,4.1,No,No,No,Real Estate Builders & Construction Company,
GRIHA PROMOTERS PRIVATE LIMITED,griha.net,None Found,8041675726,"2KC, 991, 2nd K Cross Rd, HRBR Layout 1st Block, HRBR Layout, Kalyan Nagar, Bengaluru, Karnataka 560043",25.0,4.6,No,No,No,Real Estate Builders & Construction Company, Opens 10am Sun
Shrunga Builders & Developers Pvt Ltd,,None Found,8035002489,"998/2, 1st Floor, GIST Building, 3rd Cross Rd, HRBR Layout 1st Block, HRBR Layout, Kalyan Nagar, Bengaluru, Karnataka 560043",4.0,5.0,No,No,No,Real Estate Builders & Construction Company, Closes 1am
Interior works solutions,,None Found,7483719151,"3, chelekere, near St.Paul High school, Lokesh Reddy layout, Kalyan Nagar, Bengaluru, Karnataka 560043",12.0,4.6,No,No,No,Dry wall contractor,
R-ELEMENTS Structural & Civil Consultants,,None Found,8951095463,"912 2nd E cross, 9th A Main Rd, HRBR Layout 1st Block, Kalyan Nagar, Bengaluru, Karnataka 560043",25.0,4.8,No,No,No,Real Estate Builders & Construction Company, Opens 10am Mon
Living Pillars Infratech Private Limited | Modern Home & Villa Construction | Interior Design | House Renovators in Bengalore,livingpillars.com,None Found,9844455223,"1st Floor, Plug n Play, 403, 5th A Main Rd, HRBR Layout 2nd Block, HRBR Layout, Kalyan Nagar, Bengaluru, Karnataka 560043",27.0,4.8,No,No,No,Real Estate Builders & Construction Company,
Carbon Developers,carbondevelopers.com,None Found,9845027975,"No.5C-501, “George Court” 3rd Floor, HRBR Layout 2nd Block, Bengaluru, Karnataka 560043",26.0,4.2,No,No,No,Real Estate Builders & Construction Company,
Prop India,,None Found,9980919807,"no 510,2nd floor, 3rd C Main Rd, HRBR Layout 3rd Block, HRBR Layout, Kalyan Nagar, Bengaluru, Karnataka 560043",20.0,5.0,No,No,No,Real Estate Builders & Construction Company,
Shahza Home painting and Waterproofing work,sites.google.com,None Found,9845002757,"230, 5th Cross Rd, HRBR Layout 3rd Block, Stage 1, Kalyan Nagar, Bengaluru, Karnataka 560043",105.0,5.0,No,No,No,Painter, Opens 9am Sun
GK Group,thegkgroups.com,None Found,9035083335,"Ground Floor, 001, G K Dreams , 5th A Main Road, Post, 2 Block, HRBR Layout, Kalyan Nagar, Karnataka 560043",105.0,5.0,No,No,No,Real Estate Builders & Construction Company,
Goutham constructions,,None Found,7204909808,"20, 1st Cross Rd, Vrishabhavathi Nagar, Kamakshipalya, Bengaluru, Karnataka 560079",6.0,5.0,No,No,No,Real Estate Builders & Construction Company, Opens 10am Mon
StarMasons.in,starmasons.in,None Found,9740009298,"65, infront of Ravindandana school, 2A, 2nd Stage, Kamakshipalya, Bengaluru, Karnataka 560079",9.0,4.7,No,No,No,Real Estate Builders & Construction Company, Opens 10am Mon
Chirakala Interiors and Constructions,,None Found,9481246899,"32, 4th Cross Rd, opp. MES School, Meenakshinagar, KHB Colony, Kamakshipalya, Bengaluru, Karnataka 560079",13.0,5.0,No,No,No,Interior construction contractor,
Sree Vinayaka Constructions,svc92.com,None Found,9980030375,"122, 7th Main Rd, 2nd Stage, KHB Colony, Basaveshwar Nagar, Bengaluru, Karnataka 560079",10.0,5.0,No,No,No,Real Estate Builders & Construction Company,
shikhar builders and contractors,shikharbuilders.co.in,None Found,7892675775,"206/B, 7th Cross Rd, 1st N Block, Rajajinagar, Bengaluru, Karnataka 560010",4.0,4.9,No,No,No,Real Estate Builders & Construction Company,
Arun Construction And Builders,,None Found,8025420524,"#97/2, Agnes Enclave, 9th Cross, 5th Main Rd, St Thomas Town, Sena Vihar, Kammanahalli, Bengaluru, Karnataka 560043",19.0,4.5,No,No,No,Corporate office,
CHIMERA construction consultancy,,None Found,9740001638,"Nadavathi, village, Bengaluru, Karnataka 560067",64.0,4.9,No,No,No,Earth works company,
Jagadhabi Constructions,,None Found,9916856880,"Kodigehalli, Krishnarajapuram, Bengaluru, Karnataka 560067",88.0,4.7,No,No,No,Real Estate Builders & Construction Company,
Mk Construction and Consultancy,,None Found,7892262655,"Anu arcade, Kengeri Upanagara, Bengaluru, Karnataka 560060",30.0,5.0,No,No,No,Real Estate Builders & Construction Company,
Vivechana Constructions,vivechana.co.in,None Found,9113851367,"77, R.R. Layout, 4th Cross, 3rd Main, 60 Feet Road, Kengeri Outer Ring Road, near SBI Bank, Nagadevanahalli, Bengaluru, Karnataka 560056",345.0,4.9,No,No,No,Real Estate Builders & Construction Company, Opens 11am Sun
S.R.S. Constructions & Developers,,None Found,9611918969,"1245 8th cross, 60, kengeri upanagara, behind Raghavendra temple, Bengaluru, Karnataka 560060",12.0,4.6,No,No,No,Construction and maintenance office, Opens 10am Mon
MAGNUM CONSTRUCTIONS,magnumconstructions.in,None Found,7401020393,"517, 1st Floor, 4th Main, 7th Cross Rd, near Raghavendra Mata, Kengeri Satellite Town, Bengaluru, Karnataka 560060",12.0,5.0,No,No,No,Real Estate Builders & Construction Company,
SWANTHA GROUPS CONSTRUCTION,,None Found,9945467001,"328, 2nd Floor, 6th Main Kommaghatta Main Road, Upanagara, behind Surana College, Kengeri, Bengaluru, Karnataka 560060",1.0,5.0,No,No,No,Civil engineering company, Opens 10am Mon
Keerthi Builders and Promoters Pvt Ltd,keerthibuilders.co.in,None Found,9113072370,"938, 1st Main Rd, Stage II, Kengeri Satellite Town, Bengaluru, Karnataka 560060",71.0,4.8,No,No,No,Real Estate Builders & Construction Company,
"Harisha & Associates,Civil Engineers,Architects",,None Found,7406959113,"2458 SMV LAYOUT, 1st Block, Kengeri Satellite Town, Bengaluru, Karnataka 560060",4.0,5.0,No,No,No,Real Estate Builders & Construction Company,
GANGA CONSTRUCTIONS,,None Found,9845393991,"32 1st main 1st cross babasahebarapalya Kengeri, Mysore Rd, Checkpost, Bengaluru, Karnataka 560060",6.0,4.8,No,No,No,Real Estate Builders & Construction Company, Opens 10am Sun
Green house constructions,,None Found,9620396554,"#46/75, Dhananayakanahalli, 2nd block Sir M V Layout kengeri upanagar bangalore-560060, Bengaluru, Karnataka 560091",1.0,5.0,No,No,No,Real Estate Builders & Construction Company, Opens 8am Sun
IJ GRAND CONSTRUCTION,infantjesusbuilding.com,None Found,7349648826,"Dubasi Palya, Kengeri, Bengaluru, Karnataka 560059",3.0,4.3,No,No,No,Contractor,
Rajeshwari Aashirvad Infra Projects Pvt. Ltd,aashirvad.net,None Found,6399889911,"No 88, Susheel Complex, 2nd Floor, 2nd Main 6th Cross, Kengeri Satellite Town, Bengaluru, Karnataka 560060",25.0,4.6,No,No,No,Real Estate Builders & Construction Company, Opens 8am Sun
B.K. CONSTRUCTIONS,,None Found,9902002082,"11, 80ft Road, Upanagar, near hoysala circle, Kengeri, Bengaluru, Karnataka 560060",1.0,5.0,No,No,No,Real Estate Builders & Construction Company,
Shantha Ventures,shanthaventures.com,None Found,9148848484,"209/1, 4th floor, Rajanna Complex, Kommaghatta Main Rd, Kengeri Satellite Town, Bengaluru, Karnataka 560060",71.0,4.1,No,No,No,Real Estate Builders & Construction Company, Opens 10am Sun
"RRB CONSTRUCTION AND INTERIOR, BUILDING CONTRACTORS",rrbconstructions.com,None Found,9606824848,"No: 676, Beleku, Rajiv Gandhi Nagar, Nti Layout, 2nd Phase, Bengaluru, Karnataka 560097",11.0,5.0,No,No,No,Real Estate Builders & Construction Company, Opens 9:30am Sun
Siddhashri Associates Construction and Home Interiors,siddhashri.com,None Found,8050508444,"1192 19th Main, 20th B Cross Rd, A Block, Sahakar Nagar, Bengaluru, Karnataka 560092",100.0,5.0,No,No,No,Interior construction contractor,
Yashas Construction,suvasthuk.com,None Found,9480444666,"F6, 17/2, 1st Floor, Kodigehalli Main Rd, Sahakar Nagar, Sanjeevini Nagar, Bengaluru, Karnataka 560092",2.0,5.0,No,No,No,Real Estate Builders & Construction Company, Opens 9am Sun
shashank construction,shashankconstruction.com,None Found,9900551988,"#15,13th Cross, 2nd Main Rd, Sir M.V. Layout, Tindlu, Vidyaranyapura, Bengaluru, Karnataka 560097",8.0,4.9,No,No,No,Real Estate Builders & Construction Company,
Ramkrishy Infrastruture Pvt Ltd,,None Found,8023641616,"23, cross, Kodigehalli Main Rd, Stage 2, Bengaluru, Karnataka 560097",57.0,4.8,No,No,No,Contractor,
RYD CONSTRUCTIONS,rydconstructions.com,None Found,9886583213,"No : 78, 2nd Cross, 1st floor,(Behind SRK Indian School Hanumaya Layout, Post, Sahakar Nagar, Kodigehalli, Bengaluru, Karnataka 560092",6.0,3.7,No,No,No,Construction and maintenance office, Opens 9am Mon
Usha Builders and Infrastructure,ushabuilders.in,None Found,7019167562,"No.88, Koramangala 5th Block Jyothi Nivas College Koramangala, Koramangala, Industrial Area, Bengaluru, Karnataka 560095",52.0,4.9,No,No,No,Real Estate Builders & Construction Company, Opens 8am Sun
H K G N Building constructions and interior work,,None Found,9880658355,"#474 1st B main, 1st A cross Rd, Bengaluru, Karnataka 560095",10.0,5.0,No,No,No,Real Estate Builders & Construction Company, Opens 9am Sun
TRC Engineering (I) Pvt. Ltd - Civil Engineering Services,trcww.in,None Found,8067593000,"5th Block, 109, 1st Main Rd, 5th Block, Koramangala Industrial Layout, Koramangala, Bengaluru, Karnataka 560095",76.0,4.6,No,No,No,Civil engineering company,
Alpha Ultra Projects,alphaultraprojects.com,None Found,8431225543,"144, 1st Floor, 60 Feet Rd, KHB Colony, 5th Block, Koramangala, Bengaluru, Karnataka 560095",78.0,4.2,No,No,No,Real Estate Builders & Construction Company, Opens 8:30am Sun
Anjaneya Constructions,,None Found,9900400600,"287, 5th Main Rd, 7th Cross, Nirguna Mandir Layout, S T Bed Layout, Koramangala, Bengaluru, Karnataka 560034",1.0,5.0,No,No,No,Real Estate Builders & Construction Company,
Esha's Group,,None Found,7019264950,"536, 4th Ave St, Teacher's Colony, Santhosapuram, 1st Block Koramangala, Koramangala, Bengaluru, Karnataka 560034",15.0,4.7,No,No,No,Real Estate Builders & Construction Company,
V. R. R. Builders And Company,vrrbuilders.com,None Found,8025533252,"206, 18th Main Rd, near Apollo Credal, KHB Colony, 6th Block, Koramangala, Bengaluru, Karnataka 560095",49.0,4.1,No,No,No,Builder, Opens 10am Mon
Sree TK Architectural & structural consultants,,None Found,8099174249,"107, 3rd main, 2nd Ave, Teacher's Colony, 1st Block Koramangala, Koramangala, Bengaluru, Karnataka 560034",80.0,5.0,No,No,No,Civil engineering company, Opens 9am Mon
SHIKRITI INFRATECH,,None Found,9844394896,"No.291, 2nd Cross Rd, Nrupathunga Nagar, Kothnoor Dinne, 8th Phase, J. P. Nagar, Bengaluru, Kothnur, Karnataka 560078",1.0,5.0,No,No,No,Civil engineering company,
Agasthya Constructions,,None Found,9591699006,"45, 8th Cross Rd, Nagarbhavi Second Stage, BDA Layout, Marilingappa Extension, Mallathahalli, Bengaluru, Karnataka 560072",36.0,4.9,No,No,No,Real Estate Builders & Construction Company,
Pushpagiri engineers infra.pvt.ltd,pushpagiriinfra.in,None Found,8861207036,"#.214, Off:Outer Ring road, 3rd Block, BDA Layout, 2nd Stage, Naagarabhaavi, Bengaluru, Karnataka 560072",37.0,4.8,No,No,No,Construction and maintenance office, Opens 9am Sun
AG Infrastructure,aginfrastructure.in,None Found,9620585721,"No 706, 1st floor, 11th Block, 2nd Stage, Naagarabhaavi, Bengaluru, Karnataka 560072",13.0,5.0,No,No,No,Real Estate Builders & Construction Company,
Sri Guru Raghavendra Constructions,srigururaghavendraconstructions.com,None Found,9739138206,"36G , 1st across, 7th Main Rd, Vinayaka Layout, 9th block, Naagarabhaavi, Bengaluru, Karnataka 560072",18.0,4.7,No,No,No,Real Estate Builders & Construction Company, Opens 11am Sun
KR VENTURES - INDEPENDENT HOUSE STARTING FROM 27 LAKHS ONWARDS,nammakrventures.com,None Found,9739864999,"Saraswathi Complex #23/B, 80 feet old Ring Road,II Block, II Stage, Naagarabhaavi, Bengaluru, Karnataka 560060",53.0,4.7,No,No,No,Real Estate Builders & Construction Company,
Sreeganesh Consulting Engineers Contractors - Construction Company,,None Found,9844299412,"31 A, 1st Cross, opposite to M K Ahmed Super Market, Apurva Layout, 13th Block, Marilingappa Extension, Annapurneshwari Nagar, Bengaluru, Karnataka 560072",1.0,5.0,No,No,No,Real Estate Builders & Construction Company,
Raja constructions and contractors,,None Found,9945940786,"41, KN Ramaiyah layout, ayyappa swamy Temple Road, near govt urdu school, V B Layout, Krishnarajapuram, Bengaluru, Karnataka 560036",6.0,4.8,No,No,No,Real Estate Builders & Construction Company,
VR construction and developer real estate,,None Found,6363111456,"R complex, T G, 4th Cross, Sathya Sai Baba layout, Krishnarajapuram, Bengaluru, Karnataka 560036",12.0,5.0,No,No,No,Real Estate Builders & Construction Company,
MV Quality construction works,,None Found,8660986266,"SIDDAREDDY BUILDING, Sai Colony, Krishnarajapuram, Bengaluru, Karnataka 560067",179.0,4.8,No,No,No,Civil engineering company, Opens 8am Mon
GRC Infra Pvt LTD,grcinfra.com,None Found,8026660456,"161/a, 7th Cross Rd, Teachers Colony, Kumaraswamy Layout, Bengaluru, Karnataka 560078",85.0,4.2,No,No,No,Real Estate Builders & Construction Company, Opens 10am Sun
yashaswini constructions,yashaswiniconstructions.com,None Found,7899155888,"#2109, , 13th Cross, 7th Main Rd, behind Bbmp Park, Kumaraswamy Layout, Bengaluru, Karnataka 560078",11.0,4.5,No,No,No,Contractor, Opens 9am Mon
Kavaya jain Constructions ( Builders and Developers),,None Found,9620180351,"oppo SBI bank, # 920, 24th Cross Rd, 1st Stage, Kumaraswamy Layout, Bengaluru, Karnataka 560078",6.0,4.8,No,No,No,Real Estate Builders & Construction Company,
Nisarga Associates,nisargateam.com,None Found,9845923232,"802, 25th Cross, 52nd Main Rd, 1st Stage, Kumaraswamy Layout, Bengaluru, Karnataka 560078",27.0,4.7,No,No,No,Earth works company, Opens 9:30am Mon
RV Constructions,rvconstructions.in,None Found,9448371835,"21, 2nd Cross, BWSSB Pipeline Rd, Ramaiah Nagar, Kumaraswamy Layout, Bengaluru, Karnataka 560078",10.0,4.3,No,No,No,Real Estate Builders & Construction Company,
Urban High Building Services,urbanhigh.wixsite.com,None Found,9741536964,"No. 2005, 8th main, 1st Cross Rd, 2nd Stage, Kumaraswamy Layout, Bengaluru, Karnataka 560078",5.0,5.0,No,No,No,Real Estate Builders & Construction Company,
Painter building contractors in bangalore Plumbers Carpenter Services in Bengaluru,,None Found,9945632505,"Shop No.62/A, 4th Cross, 6th Phase, JP Nagar Post, RV Rd, Ilyas Nagar, Kumaraswamy Layout, Bengaluru, Karnataka 560078",16.0,4.6,No,No,No,General contractor,
SRS Core Cutting,,None Found,7975815808,"363/6, RV Rd, Ilyas Nagar, Kumaraswamy Layout, Bengaluru, Karnataka 560078",58.0,4.6,No,No,No,Demolition contractor,
GyroB Infratech,,None Found,9740490197,"SOUTH, 1st Stage, Kumaraswamy Layout, Bengaluru, Karnataka 560061",10.0,5.0,No,No,No,Contractor, Opens 9am Mon
MANVITHA CONSTRUCTIONS,manvithaconstructions.com,None Found,9902244251,"No 1096, 40ft Road, 10th Main Rd, 2nd Stage, Kumaraswamy Layout, Bengaluru, Karnataka 560078",2.0,5.0,No,No,No,Real Estate Builders & Construction Company, Opens 9am Mon
SRI CHOWDESHWARI CONCRETE INDIA PVT.LTD,,None Found,9900006090,"VCFV+J59, Kumbalgodu Industrial Area, Kumbalgodu, Bengaluru, Karnataka 560074",39.0,4.1,No,No,No,Real Estate Builders & Construction Company,
Norrall Builders and Developer,norrall.com,None Found,8921343280,"Post Road, near SDM Hospital, Anchepalya, Kumbalgodu, Bengaluru, Karnataka 560074",66.0,5.0,No,No,No,Real Estate Builders & Construction Company,
Sudhakaran Nair Engineering LLP (essenco),essencoindia.net,None Found,8028476288,"1287, 6th Cross Rd, AECS Layout - D Block, AECS Layout, Marathahalli, Bengaluru, Karnataka 560037",30.0,4.8,No,No,No,Real Estate Builders & Construction Company,
SHINE INDIA GOODS AND INFRA PRIVATE LIMITED,,None Found,9439390352,"Vaikuntam Layout, Lakshminarayana Pura, Kundalahalli, Munnekollal, Bengaluru, Karnataka 560037",2.0,5.0,No,No,No,Real Estate Builders & Construction Company, Opens 8am Sun
Aarbee Structures Pvt. Ltd.,aarbeestructures.com,None Found,8068333400,"#176,First floor,Adarsh Eco Place, EPIP Zone Whitefield Rd, Bengaluru, Karnataka 560066",80.0,4.4,No,No,No,Structural engineer,
Housing Factory | #1 Best House Construction company in bangalore,housingfactory.in,None Found,6360759762,"23/1, 1st Floor, Channamana Layout, Sonnenahalli Road, Seetharampalya - Hoodi Rd, Bengaluru, Karnataka 560048",29.0,4.4,No,No,No,Real Estate Builders & Construction Company,
Priya construction,priya-construction.in,None Found,9449553556,"61, 2nd Cross Rd, Brindavan Layout, beml colony, TC Palya, Krishnarajapuram, Bengaluru, Karnataka 560049",12.0,5.0,No,No,No,Real Estate Builders & Construction Company,
Surya Constructions,,None Found,9886622226,"House no. 99 , KarunasreeLayout , Medahalli, near Big day super market, Krishnarajapuram, Bengaluru, Karnataka 560049",12.0,5.0,No,No,No,Real Estate Builders & Construction Company,
"Prashanth Home Solutions ( Best Interior, Renovation & Construction services )",,None Found,8892533841,"35, 4th Cross Rd, near SEA College of Engineering, Lourdu Nagar, Muneshwara Layout, Ayyappa Nagar, Krishnarajapuram, Bengaluru, Karnataka 560036",168.0,4.9,No,No,No,Real Estate Builders & Construction Company,
Sri Vijay Constructions,,None Found,9480651548,"2nd #40, 36, 4th Main Rd, 2nd Block, Ayyappa Nagar, Krishnarajapuram, Bengaluru, Karnataka 560036",4.0,4.5,No,No,No,Real Estate Builders & Construction Company,
SM Construction,sm-construction.co.in,None Found,9886784413,"49, 7th Main Rd, near Saint alphanso school, Rajiv Gandhi Nagar, Laggere, Bengaluru, Karnataka 560058",2.0,5.0,No,No,No,Real Estate Builders & Construction Company,
Sri Vigneshwara Civil Contractor,vigneshwaracivilcontractor.com,None Found,9342983997,"28, 3rd Cross Rd, Saraswathipura, Nandini Layout, Bengaluru, Karnataka 560096",4.0,5.0,No,No,No,Contractor,
Cosmos Arc Space,,None Found,8073134147,"95 B, 2nd Cross Rd, Chowdeshwari Nagar, PREMANAGAR, Laggere, Bengaluru, Karnataka 560058",22.0,5.0,No,No,No,Civil engineering company,
Sarvashri Constructions,sarvashriconstructions.com,None Found,8023119304,"No.102, First Floor, No.126, Jain Life Space Apartment 20th Main, 5th Block, WCR, Rajajinagar, Bengaluru, Karnataka 560010",3.0,5.0,No,No,No,Civil engineering company,
Rao Constructions and Builders,,None Found,9980570842,"107/2, 1st Cross Rd, opposite Navrang Theater, 1st Block, Rajajinagar, Bengaluru, Karnataka 560010",13.0,4.5,No,No,No,Real Estate Builders & Construction Company, Opens 10am Mon
Al rehman grouting and wall contractor in bangalore,house-renovetion-business.site,None Found,7427009343,"1, venkateshwara layout 13th cross, KEB Rd, Old Madiwala, BTM 1st Stage, Bengaluru, Karnataka 560068",15.0,5.0,No,No,No,Waterproofing service, Opens 8am Sun
R K Engineers and Construction,,None Found,9845737702,"# 41 Ground floor,1st main 2nd cross, Magadi Main Rd, near Shell petrol bunk, Kempegowdanagar, Byadarahalli, Bengaluru, Karnataka 560091",2.0,2.0,No,No,No,Civil engineering company, Opens 10am Mon
Banashankari Engineering Enterprises- Civil Engineers,,None Found,9483949332,"497, ""Chiranthana"", 2nd Main, Syndicate Bank Layout Herohalli, Andhrahalli Main Road, Magadi Main Rd, Vishwaneedam, Post, Bengaluru, Karnataka 560091",1.0,5.0,No,No,No,Real Estate Builders & Construction Company,
MD Construction and interiors,,None Found,9008595554,"3rd cross 3rd Main, Magadi Main Rd, Bengaluru, Karnataka 560023",8.0,5.0,No,No,No,Building design company, Opens 9am Sun
Brick and Earth Infratech Private Limited,bricknearth.com,None Found,9880938767,"91springboard, 512/10, Service Lane, Outer Ring Rd, near More Megastore 2, Laxmi Sagar Layout, Mahadevapura, Bengaluru, Karnataka 560048",79.0,4.9,No,No,No,Real Estate Builders & Construction Company,
VIndia Infrasec | Construction | Real Estate Developer | Interior Design,vindiainfrasec.com,None Found,8592921212,"Brigade Arcade, E104, Brigade Metropolis, Garudachar Palya, Mahadevapura, Bengaluru, Karnataka 560048",4.0,4.8,No,No,No,Home builder,
SDM DESIGNS STUDIO,,None Found,9964665840,"5th Floor, Vaishnavi Square Building, No.30 & 31, Whitefield Main Road, Garudachar Palya, Mahadevapura, Bengaluru, Karnataka 560048",35.0,4.9,No,No,No,Civil engineering company,
Levelplay Constructions,levelplayconstructions.com,None Found,7411554957,"43,10TH CROSS, 6th Main Rd, Mahalakshmi Layout, Bengaluru, Karnataka 560086",37.0,4.9,No,No,No,Real Estate Builders & Construction Company,
Diamond Ridge Constructions Bengaluru,,None Found,7795472010,"Mahalakshmipuram Layout, Mahalakshmipuram, Bengaluru, Karnataka 560086",20.0,5.0,No,No,No,Real Estate Builders & Construction Company, Opens 9:30am Mon
Bandi Infra Projects Office,bandiinfraprojects.com,None Found,9945771888,"No. 367, 15th Cross Rd, 2nd Phase, 2nd Stage, Mahalakshmipuram, Bengaluru, Karnataka 560086",46.0,4.9,No,No,No,Real Estate Builders & Construction Company,
Ramya Constructions,,None Found,9448483945,"78, 3rd Cross Rd, Railway Men's Colony, Kanteerava Nagar, Nandini Layout, Bengaluru, Karnataka 560096",10.0,4.8,No,No,No,Real Estate Builders & Construction Company,
Zen Indraprastha by Pratham,prathamconstructions.com,None Found,7829583111,"49/4, R K Road (previously known as MEC Batteries Road), Mahalaxmipuram Ward, near Ullas Theatre, Yeswanthpur, Bengaluru, Karnataka 560022",112.0,4.2,No,No,No,Real estate developer,
Purushotham Groups,purushothamgroups.com,None Found,8123607989,"13/2, 1st Cross, 1st main, Nanjundeshwara Nagara, Post, near Nandini Layout, Nandini Layout, Bengaluru, Karnataka 560096",137.0,5.0,No,No,No,Waterproofing service,
B.S. Constructions,bsconstructions.in,None Found,8023424088,"No. 173/A, 14th Cross Rd, 1st Block, Rajajinagar, Bengaluru, Karnataka 560010",243.0,5.0,No,No,No,Real Estate Builders & Construction Company, 12am 
Gomini Constructions Private Limited,,None Found,8023460134,"No. 2nd Floor, 25, S End Rd, Stage 1, Basavanagudi, Bengaluru, Karnataka 560003",11.0,4.4,No,No,No,General contractor,
SKC - Sri Krishna Constructions (India) Ltd,,None Found,8023318189,"224, 3rd Floor, S.S Complex 14th Cross, Sampige Rd, Malleshwaram, Bengaluru, Karnataka 560003",76.0,3.6,No,No,No,Real Estate Builders & Construction Company, Opens 9:30am Mon
Sri Sai Mylara Constructions,,None Found,9845573065,"2064/A 23, 8th Main, E Block Rajajinagar 2nd Stage, Subramanyanagar,2 State, Bengaluru, Karnataka 560010",29.0,5.0,No,No,No,Real Estate Builders & Construction Company, Opens 10am Mon
Spectrum Build Tech Company,spectrumbuildtech.com,None Found,8080234422,"56, 1st Floor, 14th A cross, 10th Main Rd, behind MES college, Malleshwaram, Bengaluru, Karnataka 560003",11.0,4.8,No,No,No,Real Estate Builders & Construction Company,
Technocon Builders,technocon.in,None Found,9845773333,"Second floor, Karuna Complex, Sampige Rd, Vyalikaval, Kodandarampura, Malleshwaram, Bengaluru, Karnataka 560003",27.0,4.6,No,No,No,Contractor, Opens 8am Sun
NKS constructions,nksconstructions.in,None Found,9986781334,"4th Temple Street, #26, 16th Cross Rd, Malleshwaram, Bengaluru, Karnataka 560003",4.0,4.0,No,No,No,Real Estate Builders & Construction Company,
Austine Rolls India Private Limited. Builders & Developers. Since 2009,,None Found,8151899991,"No.32/33, Ground Floor East Park Road, 18th Cross Rd, near Sankey Tank, Malleshwaram, Bengaluru, Karnataka 560055",242.0,5.0,No,No,No,Real Estate Builders & Construction Company,
Quality Constructions,qualityconstructions.in,None Found,9448386618,"# W-17 Pipeline ""A""Cross, Basappa Garden, Malleshwaram, Bengaluru, Karnataka 560003",53.0,4.4,No,No,No,Civil engineer,
CROWN HOUSE,crownconstructions.com,None Found,8023341613,"561, Sampige Rd, Malleshwaram, Bengaluru, Karnataka 560003",19.0,4.7,No,No,No,Real Estate Builders & Construction Company, Opens 9am Mon
Sierra Construction Pvt Ltd,sierra-infrastructure.com,None Found,8041137923,"187, 1st Cross, 1st Main, Lower Palace Orchards, Bengaluru, Karnataka 560003",3.0,4.7,No,No,No,Real Estate Builders & Construction Company,
