Names,Website,Phone Number,Address,Review Count,Average Review Count,Delivery,Type,Opens At
Jampana Constructions Pvt. Ltd.,,09008622166,"54, Ananthapura St, Yelahanka, Bengaluru, Karnataka 560064",34.0,4.3,No,Real Estate Builders & Construction Company,
Srinath Constructions-Best Construction Company|Residential Commercial Builders Construction Company in Yelahanka Bangalore,srinathconstructions.in,09894445121,"114 3rd Main Road, Yalahanka taluk, Airport Road, Hunasamaranahalli, Bengaluru, Karnataka 562157",15.0,5.0,No,Real Estate Builders & Construction Company, Opens 9am Mon
Nansu Constructions,,08105823514,"Maruthi Nagar, Yelahanka, Bengaluru, Karnataka 560064",26.0,5.0,No,Real Estate Builders & Construction Company,
Royallinks Constructions Bangalore - House Construction Company,royallinks.in,09980643040,"First Floor 3rd Sector, No: 765,16th Main, 22nd Cross Rd, near HSR Club, HSR Layout, Bengaluru, Karnataka 560102",73.0,4.8,No,Real Estate Builders & Construction Company, Opens 9:30am Mon
Hightower Constructions,hightowerconstructions.com,06366079333,"1564, Revanna's building, HUSTLEHUB Tech Park No, 27th Main Rd, 2nd Sector, ITI Layout, HSR Layout, Bengaluru, Karnataka 560102",46.0,4.8,No,Real Estate Builders & Construction Company,
HPJ CONSTRUCTIONS,hpjconstructions.com,07760871777,"3rd Floor, LMN Arcade, opp. RAIL WHEEL FACTORY, above Cafe Coffee Day, Sector A, RWF West Colony, Yelahanka New Town, Bengaluru, Karnataka 560064",16.0,4.6,No,Real Estate Builders & Construction Company, Opens 8am
SAND CONSTRUCTIONS,,09742974272,"175/1 , 1st floor, Ananthapura St, Yelahanka, Bengaluru, Karnataka 560064",140.0,5.0,No,Building materials market,
NIVAS CONSTRUCTION,nivasconstruction.in,09742430777,"#19,8th Cross,MS Ramaiah Noth East County, Yelahanka-DB Road, Bengaluru, 560064",21.0,4.7,No,Real Estate Builders & Construction Company, Opens 9am
Building Renovation & Building Demolition & Masonry Contractor & civil work & Building Contractor IN BANGALORE,youtube.com,09964880668,"03, Konappana Agrahara, Electronic City, Bengaluru, Karnataka 560100",21.0,4.7,No,Real Estate Builders & Construction Company,
Sri Durga Constructions & Builders,durgaconstructions.com,09108031151,"No. 428, 19 HIG, 8th A Cross Rd, Sector A, Yelahanka Satellite Town, Yelahanka New Town, Bengaluru, Karnataka 560064",302.0,4.7,No,Home builder, Opens 9am Mon
Daiwik Construction,daiwikconstruction.co.in,09964043935,"No. 08, K No.420/111/2/08, 1st Floor, Near Vaghdevi International School Agrahara Main Road, Prakruthi Nagar, Kogilu Village, Yelahanka, Bengaluru, Karnataka 560064",20.0,4.8,No,Real Estate Builders & Construction Company,
Subhash Constructions,,09632913883,"Mirza Rd, Shamrao Layout, Vinayaka Nagar, Anekal, Anekal Rural, Karnataka 562106",1.0,5.0,No,Real Estate Builders & Construction Company,
Subhash Constructions,,06360060601,"Mirza Rd, Shamrao Layout, Vinayaka Nagar, Anekal, Anekal Rural, Karnataka 562106",1.0,5.0,No,Real Estate Builders & Construction Company,
MM Construction,mmconstruction.co.in,06360060601,"Bannerghatta Main Rd, Jayanna Layout, Vinayaka Nagar, Anekal, Rural, Bengaluru, Karnataka 562107",20.0,5.0,No,Real Estate Builders & Construction Company,
VSSR CONSULTANTS AND BUILDERS,,09481420333,"#3 , 1st Floor, Gowramma Complex, Anekal main road Near Athreya Hospital, Chandapura, pin- 560099 Mob.no- 9481420333, 9663377119, Chandapura, Bengaluru, Karnataka 560099",20.0,5.0,No,Real Estate Builders & Construction Company, Opens 9am Mon
HARINISHREE CONSTRUCTION,,08951635126,"Attibele, Karnataka 562107",87.0,4.9,No,Civil engineer,
NR BuildTech,,09901609888,"3rd floor, Chowdeshwari Towers, Chandapura - Anekal Rd, opp. RK Greenland daba, Venkateshappa Layout, Terracon Residency, Suryanagar, Bengaluru, Chandrapura -Chatrakane, Karnataka 560099",7.0,4.7,No,Real Estate Builders & Construction Company, Opens 9:30am
HOMR,,08883567666,"Unit 1, 380/1, Subramania Nagar Kal krishnappalayout, sarjapura hobli anekal taluk, Dommasandra, opposite to Subramania Devasthana, Bengaluru, Karnataka 562125",8.0,4.9,No,Real Estate Builders & Construction Company,
AJN Home & Developers,hccipl.com,09741999631,"Masjid Road Attibele, Bengaluru, Karnataka 562107",2.0,4.5,No,Real Estate Builders & Construction Company,
ss construction.Turnkey Projects,,09740350307,"2nd Cross.Mega venture Layout,Near Fun GALAXY, Hulimangala Main Rd, Electronics City Phase 1, Electronic City, Bengaluru, Karnataka 560100",14.0,4.9,No,Civil engineering company, Opens 9am Mon
JKB CONSTRUCTION,,07204984833,"#5/B 1st stage, 2nd cross, mahakavi, Kalidasa Rd, Rayasandra, Bengaluru, Karnataka 560099",8.0,4.9,No,Real Estate Builders & Construction Company,
"Home Construction, Farm Houses - DLS Infrastructure",,06364565656,"#39 Ground Floor, 4th Cross, 1st Main Rd, Opp:KSRPC Quarters, Meenakshi Layout, Bengaluru, Karnataka 560099",19.0,4.8,No,Civil engineering company, Opens 8am
ROHAN CONSTRUCTIONS,,09620818235,"283, 3rd, A-BLOCK, BDA Layout, Anjanapura Village, JP Nagar 9th Phase, J. P. Nagar, Bengaluru, Karnataka 560062",21.0,5.0,No,Real Estate Builders & Construction Company,
Sribal Construction Company,ww.sribal.in,08026861065,"Plot No. 662, 16th ‘A’ Main Road Narayana Nagara 1st Block, Doddakallasandra Off Kanakapura Road, South, Taluk, Bengaluru, Karnataka 560062",68.0,4.4,No,Real Estate Builders & Construction Company,
Purva Park Hill,puravankara.com,06364915257,"Survey No-19/1, Off, Kanakapura Rd, Mallasandra, Karnataka 560062",168.0,4.6,No,Real Estate Builders & Construction Company, Opens 7am
Potential Engineers & Constructions,potentialengineers.in,08618236282,"2, 2nd floor, Next to metro pillar #237, byannapalya, vajarahalli, Kanakapura Rd, Bengaluru, Karnataka 560062",8.0,4.5,No,Real Estate Builders & Construction Company,
Madilu Construction & interiors PVT. LTD,madiluconstruction.com,09108289086,"No 470, 16th main, 8th cross Rd, 10th block, Anjanapura, further extension, Bengaluru, Karnataka 560083",8.0,5.0,No,Real Estate Builders & Construction Company, Opens 9am Mon
SNB Constructions,,09379529819,"Unnamed Road, Anjanapura 5th G Block, Anjanapura Twp, Bengaluru, Karnataka 560062",3.0,5.0,No,Real Estate Builders & Construction Company,
Tectonics Constructions - Construction Companies Bangalore | Best Construction company Bangalore | Civil Contractors,tectonicsconstruction.com,07892833188,"No#53, 3rd Main Rd, near prathyangira devi temple Hillview garden, Jayanagar housing society layout, Subramanyapura, Bengaluru, Karnataka 560061",48.0,4.8,No,Real Estate Builders & Construction Company, Opens 9am Mon
Sribal Construction Company,sribal.in,08026861065,"Navaratan Gardens, Konanakunte, Bengaluru, Karnataka 560062",12.0,4.1,No,Real Estate Builders & Construction Company, Opens 9:30am Mon
Neozone BuildTech,neozonebuildtech.in,09739906259,"80ft road, Kanakapura Rd, Raghuvanahalli, Bengaluru, Karnataka 560049",30.0,4.0,No,Real Estate Builders & Construction Company,
Neozone BuildTech,neozonebuildtech.in,09739906259,"80ft road, Kanakapura Rd, Raghuvanahalli, Bengaluru, Karnataka 560049",30.0,4.0,No,Real Estate Builders & Construction Company, Opens 10am
Neozone BuildTech,neozonebuildtech.in,09900310202,"80ft road, Kanakapura Rd, Raghuvanahalli, Bengaluru, Karnataka 560049",30.0,4.0,No,Construction and maintenance office,
D.R. BUILDERS & INTERIORS,,09900310202,"LAL BAHADUR SHASTRI NAGAR ANJANAPURA 2ND BLOCK, Bengaluru, Karnataka 560108",5.0,3.4,No,Construction and maintenance office, Opens 9am Mon
RK construction,,08197978297,"8/117, Kanakapura Rd, 7th Block, Jayanagar, Bengaluru, Karnataka 560082",5.0,4.9,No,Contractor,
KAILASHDEV INFRASTRUCTURE INDIA PRIVATE LIMITED,kailashdev.com,09739619191,"No. 474, RBI Layout, Main Road, JP Nagar 7th Phase, Bengaluru, Karnataka 560078",47.0,4.9,No,Real Estate Builders & Construction Company,
Sri Construction Services | Reliable House Construction Company Bangalore,srirealty.in,09886336474,"Sy.No 68, Navarathna Gardens, 101, Floor -1, Kanakapura Rd, Doddakallasandra, Bengaluru, Karnataka 560062",36.0,5.0,No,Real Estate Builders & Construction Company, Opens 9am
RP Group - Construction and Waterproofing,rpgroupblr.com,09986026114,"Coconut Garden, 62, Bannerghatta Rd, Adi Bhyrava Layout, Sundar Ram Shetty Nagar, Arekere, Bengaluru, Karnataka 560076",52.0,4.8,No,Real Estate Builders & Construction Company,
BEST CONSTRUCTION COMPANY - MUCONS CONSTRUCTION (OPC) PRIVATE LIMITED,muconsconstruction.com,09535083580,"no. 52, 53, Begur - Hulimavu Rd, Bhagyalakshmi Avenue, Krishna Layout, Hulimavu, Bengaluru, Karnataka 560076",38.0,4.8,No,Real Estate Builders & Construction Company, Opens 7am Mon
A2Z Construction & Interiors,a2zrepairs.in,08971662283,"1st main, Bannerghatta Rd, Arekere MICO Layout 2nd stage, Bengaluru, Karnataka 560076",4.0,4.0,No,Interior designer,
Abode civil and interior,,09591548348,"Arekere MICO Layout 2nd stage, Raghavendra Layout, Arekere, Bengaluru, Karnataka 560076",23.0,5.0,No,Real Estate Builders & Construction Company,
VINAYAKA CONSTRUCTIONS,vinayakaconstructions.com,08035814844,"20, M.V Complex, Kothnur Dinne Main Rd, opp. Union Bank, Navodaya Nagar, JP Nagar 7th Phase, Bengaluru, Karnataka 560078",19.0,5.0,No,Real Estate Builders & Construction Company, Opens 6pm Mon
Noble Construction Group,,09141336275,"282, 8B Cross Rd, Lakshmi Layout, JP Nagar 7th Phase, Arekere, Bengaluru, Karnataka 560076",5.0,4.0,No,Real Estate Builders & Construction Company,
Axis Concept Construction Pvt. Ltd.,axisconcept.in,08040903022,"555, 9th Cross Rd, 3rd Phase, J. P. Nagar, Bengaluru, Karnataka 560078",151.0,4.1,No,Real Estate Builders & Construction Company, Opens 10am Mon
KAILASHDEV INFRASTRUCTURE INDIA PRIVATE LIMITED,kailashdev.com,09739619191,"No. 474, RBI Layout, Main Road, JP Nagar 7th Phase, Bengaluru, Karnataka 560078",36.0,4.4,No,Real Estate Builders & Construction Company,
Red Brick Consulting Engineers,redbrickbuilders.in,08197832196,"90/4, 4th Floor, P V R Tower, C R R Garden Sir M.V Road, Bannerghatta Rd, Arekere, Bengaluru, Karnataka 560076",16.0,4.7,No,Civil engineering company,
Sahana Engineers-construction,sahanaengineers.com,09845018483,"No.38/39/8, 2nd cross, Subramanya Pura Main Road Kadirenahalli, Banashankari Stage II, Bengaluru, Karnataka 560070",33.0,4.8,No,Real Estate Builders & Construction Company, Opens 7am Sun
Design HeightsT Civil Engineers and Contractors,,09448452970,"435, 15th Cross Rd, Vishwapriya Nagar, Begur, Bengaluru, Karnataka 560068",66.0,4.8,No,Civil engineering company, Opens 9am Mon
JAYASHREE ASSOCIATES INDIA PRIVATE LIMITED,,09845948901,"#37, 2nd Main Road, 3rd cross, Annapoorneshwari Layout, Chuncughatta, JP Nagar 7th Phase, J. P. Nagar, Bengaluru, Karnataka 560062",10.0,4.7,No,Real Estate Builders & Construction Company, Opens 10am Sun
buildAhome,buildahome.in,07090005600,"1st Floor, Murari Tower, No. 27, 100ft road, Ashoka Pillar Rd, 2nd Block, Jayanagar, Bengaluru, Karnataka 560011",213.0,4.3,No,Custom home builder, Opens 9am Mon
RK construction,,08197978297,"8/117, Kanakapura Rd, 7th Block, Jayanagar, Bengaluru, Karnataka 560082",47.0,4.9,No,Contractor,
Arvind and Rajan Constructions,arvindandrajanconstructions.com,08022443626,"5th Block, 35/37, CENTRUM, 2nd Floor, 11th Main Rd, Jayanagar, Bengaluru, Karnataka 560041",50.0,4.6,No,General contractor, Opens 9:30am Mon
BuildX.Homes- End to End Home Construction Company,buildxhomes.in,09902672727,"5th Floor, Shilpa Sunshine, 5, 27th Cross Road, 6th Main Rd, Jayanagar 3rd Block, Bengaluru, Karnataka 560011",71.0,4.5,No,Real Estate Builders & Construction Company,
Marvella Buildtech Pvt Ltd,marvellabuildtech.com,08043744499,"770, 3rd Floor, Vasavi Classic Building, 10th Main Rd, 4th Block, Jayanagar, Bengaluru, Karnataka 560011",389.0,5.0,No,Home builder, Opens 10am Sun
Houselight Construction - Building Contractor,,09845530318,"19/1, 11th Cross Rd, Jaya Nagar 1st Block, Someshwara Nagar, Jayanagar, Bengaluru, Karnataka 560011",1.0,5.0,No,Real Estate Builders & Construction Company,
Sumukha Constructions,sumukhaconstructions.co.in,08026655119,"134, 7th Main Rd, 4th Block, Jayanagar, Bengaluru, Karnataka 560011",43.0,4.1,No,Real Estate Builders & Construction Company, Opens 9:30am Mon
Sahana Engineers-construction,sahanaengineers.com,09845018483,"No.38/39/8, 2nd cross, Subramanya Pura Main Road Kadirenahalli, Banashankari Stage II, Bengaluru, Karnataka 560070",33.0,4.8,No,Real Estate Builders & Construction Company, Opens 10am Sun
Space & Structure,,09448267764,"345, Ground Floor, Roopa Shree, 22nd Cross,, Near-Swimming Pool Jayanagar 1st Block East, 22nd Cross,, Jayanagar 1st Block, East Bengaluru, Karnataka 560011",33.0,4.8,No,Real Estate Builders & Construction Company,
ALPHA CONSTRUCTIONS,alphaconstructions.in,08026650486,"NO:61, E End Main Rd, NAL Layout, 4th T Block East, Tilak Nagar, Jayanagar, Bengaluru, Karnataka 560041",13.0,3.4,No,Real Estate Builders & Construction Company, Opens 9:30am Sun
G R CONSTRUCTIONS,grconstructions.co.in,08041102291,"1st floor, Sri Durga Aura, 83/2, 33rd A Cross Rd, 4th Block, Jayanagar, Bengaluru, Karnataka 560011",18.0,4.3,No,Real Estate Builders & Construction Company, Opens 9:30am Mon
Technic Construction,,09448395030,"Shop No. 22, 1st Floor, Kanakapura Main Road, near Yediyur lake, Tata Silk Farm, Basavanagudi, Bengaluru, Karnataka 560004",8.0,4.8,No,Builder,
Vatsala Constructions & Consultants Pvt Ltd.,vccpl.co.in,08041705279,"144, 23rd Cross Road, 12th Main Rd, Jayanagar 3rd Block East, Jayanagar, Bengaluru, Karnataka 560011",60.0,4.0,No,Real Estate Builders & Construction Company, Opens 10am Sun
AJN Home & Developers,hccipl.com,09741999631,"Masjid Road Attibele, Bengaluru, Karnataka 562107",2.0,4.5,No,Real Estate Builders & Construction Company, Opens 9am Mon
Building Renovation & Building Demolition & Masonry Contractor & civil work & Building Contractor IN BANGALORE,youtube.com,09964880668,"03, Konappana Agrahara, Electronic City, Bengaluru, Karnataka 560100",302.0,4.8,No,Real Estate Builders & Construction Company, Opens 9:30am
"Builders in hosur, Architect hosur, Civil engineering ,Civil contractor and Construction company in hosur( VASAN BUILDERS)",vaasanbuilders.com,08747994484,"89/3A,1 st floor Inner Ring Road, Rayakotta Rd, Nanjundeswara Nagar, Hosur, Tamil Nadu 635109",183.0,4.9,No,Real Estate Builders & Construction Company,
ss construction.Turnkey Projects,,09740350307,"2nd Cross.Mega venture Layout,Near Fun GALAXY, Hulimangala Main Rd, Electronics City Phase 1, Electronic City, Bengaluru, Karnataka 560100",183.0,4.9,No,Civil engineering company, Opens 9am Mon
VSSR CONSULTANTS AND BUILDERS,,09481420333,"#3 , 1st Floor, Gowramma Complex, Anekal main road Near Athreya Hospital, Chandapura, pin- 560099 Mob.no- 9481420333, 9663377119, Chandapura, Bengaluru, Karnataka 560099",14.0,4.8,No,Real Estate Builders & Construction Company, Opens 9am Mon
AVP Construction (Registered Engineer),site.dgtechsoln.com,08072119522,"No.4/223, First Floor, Bus stop, Bagalur Rd, NGGO's Colony, Hosur, Avalapalli Hudco, Tamil Nadu 635109",12.0,4.9,No,Civil engineering company,
AVP Construction (Registered Engineer),site.dgtechsoln.com,08072119522,"No.4/223, First Floor, Bus stop, Bagalur Rd, NGGO's Colony, Hosur, Avalapalli Hudco, Tamil Nadu 635109",12.0,4.9,No,Civil engineering company, Opens 9am Mon
AVP Construction (Registered Engineer),site.dgtechsoln.com,07845020412,"No.4/223, First Floor, Bus stop, Bagalur Rd, NGGO's Colony, Hosur, Avalapalli Hudco, Tamil Nadu 635109",12.0,4.9,No,Real Estate Builders & Construction Company,
"BUILDING CONTRACTOR IN HOSUR , Construction , BUILDING RENOVATION, BUILDING DEMOLITION, Power Tools Rental Service IN HOSUR",youtube.com,07845020412,"muneeshwar temple, Alasanatham Rd, Hosur, Tamil Nadu 635109",76.0,4.9,No,Real Estate Builders & Construction Company, Opens 9am Mon
HTK INVENT CONSTRUCTIONS & CONSULTANCY SERVICES (OPC) PVT. LTD,,09916599265,"No. 1905/833/1, Reddy Arcade, Chandapura - Anekal Rd, opposite Prestige kitchen M K, Kodandarama​ Reddy Layout, Chandapura, Bengaluru, Karnataka 560099",76.0,4.9,No,Real Estate Builders & Construction Company,
HTK INVENT CONSTRUCTIONS & CONSULTANCY SERVICES (OPC) PVT. LTD,,09916599265,"No. 1905/833/1, Reddy Arcade, Chandapura - Anekal Rd, opposite Prestige kitchen M K, Kodandarama​ Reddy Layout, Chandapura, Bengaluru, Karnataka 560099",10.0,4.8,No,Real Estate Builders & Construction Company, Opens 10am Mon
HTK INVENT CONSTRUCTIONS & CONSULTANCY SERVICES (OPC) PVT. LTD,,09916599265,"No. 1905/833/1, Reddy Arcade, Chandapura - Anekal Rd, opposite Prestige kitchen M K, Kodandarama​ Reddy Layout, Chandapura, Bengaluru, Karnataka 560099",10.0,4.8,No,Real Estate Builders & Construction Company,
HTK INVENT CONSTRUCTIONS & CONSULTANCY SERVICES (OPC) PVT. LTD,,08870388810,"No. 1905/833/1, Reddy Arcade, Chandapura - Anekal Rd, opposite Prestige kitchen M K, Kodandarama​ Reddy Layout, Chandapura, Bengaluru, Karnataka 560099",10.0,4.8,No,Civil engineering company, Opens 10:30am
VETHA CONSTRUCTION,vethaconstruction.com,08870388810,"NO 1/638,2ND FLOOR, GS TOWERS, 1ST CROSS, NGGO's Colony, Ramanasree Nagar, Hosur, Tamil Nadu 635109",22.0,4.8,No,Civil engineering company,
VETHA CONSTRUCTION,vethaconstruction.com,08870388810,"NO 1/638,2ND FLOOR, GS TOWERS, 1ST CROSS, NGGO's Colony, Ramanasree Nagar, Hosur, Tamil Nadu 635109",22.0,4.8,No,Civil engineering company, Opens 10:30am
Jeevitha Contractors,,09535066197,"Villa 56, Ittangur, Road, Sarjapura, Karnataka 562125",14.0,5.0,No,Civil engineering company,
Nissi Constructions Mestri (Residential Building Contractor),,09008891443,"#496/B, Seegehalli Main Rd, Priyanka Nagar, Virgonagar, Post, Bengaluru, Karnataka 560049",51.0,4.8,No,Contractor,
Building Renovation & Building Demolition & Masonry Contractor & civil work & Building Contractor IN BANGALORE,youtube.com,09964880668,"03, Konappana Agrahara, Electronic City, Bengaluru, Karnataka 560100",302.0,4.8,No,Real Estate Builders & Construction Company, 12am 
